NIS;CATEGORIA;TIPO;RUBRO;DENOMINACION;PROVINCIA;PARTIDO;LOCALIDAD;CALLE;NUMERO;TITULAR;DDN;TELEFONO1;FAX;AREA;ZONA;NIS DEPENDENCIA;NOMBRE DEPENDENCIA;REGION;CATEGORIA DE SUCURSAL;EN RED;LIQUIDACION;EXENTO;DIVISION;SOCIEDAD;ALMACEN;CENTRO DE BENEFICIO;OFICINA DE CARGA DE CCT/ADMIN;CENTRO DE COSTO COMERCIAL;CENTRO DE COSTO COMERCIAL CORPORATIVO;CENTRO DE COSTO ELECTORAL;CENTRO DE COSTO GESTION DE RED;CENTRO DE COSTO OPERACIONES;CENTRO DE COSTO OPERATIVO;CENTRO DE COSTO RRHH;CENTRO DE COSTO SEGURIDAD;CENTRO DE COSTO ADMINISTRCION;CENTRO DE COSTO ADMISION;CENTRO DE COSTO CTP;CENTRO DE COSTO CTT;CENTRO DE COSTO TRANSPORTE;CENTRO DE COSTO LOGISTICA;Punto de Venta AUTO/AUTO;Punto de Venta CUENTA CORRIENTE;Punto de Venta MANUAL;Punto de Venta MANUAL/AUTO;Punto de Venta PLANTA MONTE GRANDE;Punto de Venta VIRTUAL;Punto de venta AUTO/AUTO;Punto de venta TERMINAL CARGA SAP;PAQAR_ADMISION;PAQAR_ENTREGA
B6560;UNIDAD POSTAL                 ;UP;PUNTO CORREO INTEGRAL;LINCOLN UP NRO 7;BUENOS AIRES        ;LINCOLN                       ;LINCOLN;MAIPU                                                                                       ;599;MAURO ANDRES BERGELIN;;;;BUENOS AIRES - LA PAMPA       ;ZONA 5;B0360;LINCOLN                       ;BUENOS AIRES - LA PAMPA       ;C;  ;;;B301;;;9020271301;;71002301;;;;;;;;;;;;;;;;;;;;;9251;X;X
B6561;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;CASTELLI UP NRO. 2;BUENOS AIRES        ;CASTELLI                      ;CASTELLI;SAN MARTIN                                                                                  ;23;CORONEL JULIAN EDUARDO;;;;BUENOS AIRES - LA PAMPA       ;ZONA 1;B0218;CASTELLI                      ;BUENOS AIRES - LA PAMPA       ;C;  ;;;B175;;;9020223175;;71002175;;;;;;;;;;;;;;;;;;;;;9252;X;X
B6563;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;NECOCHEA UP NRO. 13;BUENOS AIRES        ;NECOCHEA                      ;NECOCHEA;64;2883;DUMRAUF MARIA JOSE;;;;BUENOS AIRES - LA PAMPA       ;ZONA 8;B0951;NECOCHEA                      ;BUENOS AIRES - LA PAMPA       ;C;  ;;;B342;;;9020288342;;71002342;;;;;;;;;;;;;;;;;;;;;9260;X;X
B6564;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;SAN ANTONIO DE ARECO UP 4;BUENOS AIRES        ;SAN ANTONIO DE ARECO          ;SAN ANTONIO DE ARECO;SAN MARTIN                                                                                  ;546;GUILLAN HECTOR MARTIN;;;;BUENOS AIRES - LA PAMPA       ;ZONA 3;B0454;SAN A. DE ARECO               ;BUENOS AIRES - LA PAMPA       ;C;  ;;;B418;;;9023112418;;71002418;;;;;;;;;;;;;;;;;;;;;9261;X;X
B6565;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;NUEVA ATLANTIS UP NRO. 2;BUENOS AIRES        ;LA COSTA                      ;NUEVA ATLANTIS;CHASCOMUS                                                                                   ;2678;CEJAS LAURA BEATRIZ;;;;BUENOS AIRES - LA PAMPA       ;ZONA 7;B0953;SAN BERNARDO DEL TUYU         ;BUENOS AIRES - LA PAMPA       ;C;  ;;;B420;;;9020264420;;71002420;;;;;;;;;;;;;;;;;;;;;9262;X;X
B6566;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;LA PLATA UP NRO. 149;BUENOS AIRES        ;LA PLATA                      ;VILLA ELVIRA;7;3850;VIZCARRA MARIANO LUIS;;;;BUENOS AIRES - LA PAMPA       ;ZONA 1;B0205;LA PLATA 5                    ;BUENOS AIRES - LA PAMPA       ;C;  ;;;B447;;;9020266447;;71002447;;;;;;;;;;;;;;;;;;;;;9263;X;X
B6567;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;SANTOS TESEI A LA MARCHANTA;BUENOS AIRES        ;HURLINGHAM                    ;VILLA SANTOS TESEI;FERNANDEZ JUAN                                                                              ;614;JAZMIN AMALIA GAETAN;11;;;METROPOLITANA                 ;ZONA 5;B0035;VILLA TESEI                   ;METROPOLITANA                 ;C;  ;;;4226;;;9250260226;;71025226;;;;;;;;;;;;;;;;;;;;;9270;X;X
B6568;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;G HUDSON PODIUM MAX;BUENOS AIRES        ;BERAZATEGUI                   ;GUILLERMO E HUDSON;137;5124;DAVEIRO JULIO CESAR;11;;;METROPOLITANA                 ;ZONA 3;B0097;RANELAGH                      ;METROPOLITANA                 ;C;  ;;;4434;;;9250213434;;71025434;;;;;;;;;;;;;;;;;;;;;9271;X;X
B6569;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;CASTELAR SANDBOX;BUENOS AIRES        ;MORON                         ;CASTELAR;ROSAS JUAN MANUEL DE                                                                        ;341;FEDERICO LUCAS PIYUKA;;;;METROPOLITANA                 ;ZONA 4;B0163;CASTELAR                      ;METROPOLITANA                 ;C;  ;;;4321;;;9250286321;;71025321;;;;;;;;;;;;;;;;;;;;;9272;X;X
B6570;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;C SPEGAZZINI EL ENTRERIANO;BUENOS AIRES        ;EZEIZA                        ;CARLOS SPEGAZZINI;VIGIL CONSTANCIO C                                                                          ;150;ZIEGLER EZEQUIEL ARMANDO;11;;;METROPOLITANA                 ;ZONA 4;B1618;TRISTAN SUAREZ                ;METROPOLITANA                 ;C;  ;;;4454;;;9250239454;;71025454;;;;;;;;;;;;;;;;;;;;;9273;X;X
B6571;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;HAEDO LEAL PACK;BUENOS AIRES        ;MORON                         ;HAEDO;RUBENS                                                                                      ;699;BORELLO LEANDRO ARIEL;11;;;METROPOLITANA                 ;ZONA 4;B0169;HAEDO                         ;METROPOLITANA                 ;C;  ;;;4361;;;9250286361;;71025361;;;;;;;;;;;;;;;;;;;;;9274;X;X
B6572;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;SANTA MARIA BAZARSSI;BUENOS AIRES        ;SAN MIGUEL                    ;SANTA MARIA;IRIGOIN INTENDENTE JUAN                                                                     ;4437;ROLON ISAIAS FERNANDO;11;;;METROPOLITANA                 ;ZONA 5;B0030;SAN MIGUEL                    ;BUENOS AIRES - LA PAMPA       ;C;  ;;;4225;;;9253116225;;71025225;;;;;;;;;;;;;;;;;;;;;9275;X;X
B6573;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;SAN FERNANDO EL CANAL;BUENOS AIRES        ;SAN FERNANDO                  ;SAN FERNANDO;COLON                                                                                       ;1580;CRISTIAN CESAR CASTORINA;11;;;METROPOLITANA                 ;ZONA 6;B0023;SAN FERNANDO                  ;METROPOLITANA                 ;C;  ;;;4222;;;9253114222;;71025222;;;;;;;;;;;;;;;;;;;;;9280;X;X
B6574;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;EZEIZA ALE;BUENOS AIRES        ;EZEIZA                        ;EZEIZA;SUIPACHA                                                                                    ;125;PARRILLA MARIA ALEJANDRA;11;;;METROPOLITANA                 ;ZONA 4;B0100;EZEIZA                        ;METROPOLITANA                 ;C;  ;;;4332;;;9250239332;;71025332;;;;;;;;;;;;;;;;;;;;;9287;X;X
B6575;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;GRAND BOURG DOMINICA LIBRERIA;BUENOS AIRES        ;MALVINAS ARGENTINAS           ;GRAND BOURG;MAIPU BATALLA DE                                                                            ;1507;GONZALEZ DIEGO OMAR;2320;;;METROPOLITANA                 ;ZONA 6;B0037;GRAND BOURG                   ;METROPOLITANA                 ;C;  ;;;4162;;;9250278162;;71025162;;;;;;;;;;;;;;;;;;;;;9288;X;X
B6576;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;LAPLATA UP NRO. 150;BUENOS AIRES        ;LA PLATA                      ;LA PLATA;7;1911;ARAMBILLET SANDRA ELIZABETH;;;;BUENOS AIRES - LA PAMPA       ;ZONA 1;B0205;LA PLATA 5                    ;BUENOS AIRES - LA PAMPA       ;C;  ;;;B447;;;9020266447;;71002447;;;;;;;;;;;;;;;;;;;;;9289;X;X
B6577;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;LA PLATA UP NRO. 151;BUENOS AIRES        ;LA PLATA                      ;LA PLATA;1;1325;HERRERA VANESSA LUCIA DEL VALLE;;;;BUENOS AIRES - LA PAMPA       ;ZONA 1;B0200;LA PLATA                      ;BUENOS AIRES - LA PAMPA       ;C;  ;;;B010;;;9020266010;;71002010;;;;;;;;;;;;;;;;;;;;;9290;X;X
B6578;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;MAR DEL PLATA UP NRO. 175;BUENOS AIRES        ;GENERAL PUEYRREDON            ;MAR DEL PLATA;EL CHAJA                                                                                    ;2541;CAVANNA SANTIAGO;;;;BUENOS AIRES - LA PAMPA       ;ZONA 8;B0902;MAR DEL PLATA 2               ;BUENOS AIRES - LA PAMPA       ;C;  ;;;B443;;;9020253443;;71002443;;;;;;;;;;;;;;;;;;;;;9292;X;X
B6579;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;COSTA DEL ESTE UP NRO. 1;BUENOS AIRES        ;LA COSTA                      ;COSTA DEL ESTE;LAS CAMELIAS                                                                                ;108;ANTONIA CISTINA MACAS;;;;BUENOS AIRES - LA PAMPA       ;ZONA 7;B0942;MAR DEL TUYU                  ;BUENOS AIRES - LA PAMPA       ;C;  ;;;B317;;;9020264317;;71002317;;;;;;;;;;;;;;;;;;;;;9291;X;X
B6580;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;FLORENCIO VARELA MIL HOJAS;BUENOS AIRES        ;FLORENCIO VARELA              ;FLORENCIO VARELA;25 DE MAYO DE 1810                                                                          ;2812;VITTORIA MIRNA RUGGIERO;11;;;METROPOLITANA                 ;ZONA 3;B0068;FLORENCIO VARELA              ;METROPOLITANA                 ;C;  ;;;4341;;;9250240341;;71025341;;;;;;;;;;;;;;;;;;;;;9294;X;X
B6581;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;RAFAEL CASTILLO GV TRAMITES GE;BUENOS AIRES        ;LA MATANZA                    ;RAFAEL CASTILLO;MONTT CORONEL                                                                               ;1132;VERA GLADYS LAURA;11;;;METROPOLITANA                 ;ZONA 4;B0098;RAFAEL CASTILLO               ;METROPOLITANA                 ;C;  ;;;4432;;;9250265432;;71025432;;;;;;;;;;;;;;;;;;;;;9298;X;X
B6582;UNIDAD POSTAL                 ;UP;PUNTO CORREO INTEGRAL;LINCOLN UP NRO. 8;BUENOS AIRES        ;LINCOLN                       ;LINCOLN;25 DE MAYO                                                                                  ;391;ELGUE MARIA SOLEDAD;;;;BUENOS AIRES - LA PAMPA       ;ZONA 5;B0360;LINCOLN                       ;BUENOS AIRES - LA PAMPA       ;C;  ;;;B301;;;9020271301;;71002301;;;;;;;;;;;;;;;;;;;;;9302;X;X
B6583;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;AYACUCHO UP NRO. 3;BUENOS AIRES        ;AYACUCHO                      ;AYACUCHO;MIGUENS ZOILO                                                                               ;544;SUSINO BLANCA ESTER;;;;BUENOS AIRES - LA PAMPA       ;ZONA 8;B0211;AYACUCHO                      ;BUENOS AIRES - LA PAMPA       ;C;  ;;;B125;;;9020207125;;71002125;;;;;;;;;;;;;;;;;;;;;9303;X;X
B6584;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;MONTE GRANDE VILLCELL;BUENOS AIRES        ;ESTEBAN ECHEVERRIA            ;MONTE GRANDE;BRUZONE NICOLAS                                                                             ;795;JUAN GABRIEL VILLCA HERRERA;11;;;METROPOLITANA                 ;ZONA 4;B0107;MONTE GRANDE                  ;METROPOLITANA                 ;C;  ;;;4404;;;9250237404;;71025404;;;;;;;;;;;;;;;;;;;;;9306;X;X
B6585;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;ALEJANDRO KORN UP NRO 3;BUENOS AIRES        ;SAN VICENTE                   ;ALEJANDRO KORN;809;852;D´ANGELO EDMUNDO ROBERTO;;;;BUENOS AIRES - LA PAMPA       ;ZONA 1;B0976;SAN VICENTE                   ;BUENOS AIRES - LA PAMPA       ;C;  ;;;B428;;;9023119428;;71002428;;;;;;;;;;;;;;;;;;;;;9307;X;X
B6586;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;VILLA LYNCH PATA PATA TIENDA;BUENOS AIRES        ;GENERAL SAN MARTIN            ;VILLA JUAN MARTIN PUEYRREDON;RODRIGUEZ PEÑA NICOLAS                                                                      ;4476;BENITEZ NICOLAS JAVIER;;;;METROPOLITANA                 ;ZONA 5;B0016;VILLA LYNCH                   ;BUENOS AIRES - LA PAMPA       ;C;  ;;;4256;;;9250255256;;71025256;;;;;;;;;;;;;;;;;;;;;9327;X;X
B6587;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;POLVORINES OXXIFLEX MEMBRANAS;BUENOS AIRES        ;MALVINAS ARGENTINAS           ;LOS POLVORINES;ILLIA PRESIDENTE ARTURO HUMBERTO                                                            ;5390;SANTIAGO RUBEN DE PAOLO;11;;;METROPOLITANA                 ;ZONA 6;B0040;LOS POLVORINES                ;METROPOLITANA                 ;C;  ;;;4184;;;9250278184;;71025184;;;;;;;;;;;;;;;;;;;;;9328;X;X
B6588;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;MONTE CHINGOLO LIMPIEZA MARIEL;BUENOS AIRES        ;LANUS                         ;MONTE CHINGOLO;CORVALAN                                                                                    ;2058;VALIANTE MATIAS DAMIAN;11;;;METROPOLITANA                 ;ZONA 3;B0091;MONTE CHINGOLO                ;METROPOLITANA                 ;C;  ;;;4403;;;9250267403;;71025403;;;;;;;;;;;;;;;;;;;;;9330;X;X
B6589;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;R CALZADA SOLUCIONES ORION;BUENOS AIRES        ;ALMIRANTE BROWN               ;RAFAEL CALZADA;ARIAS GENERAL JOSE                                                                          ;2408;ROBERTO ANDRES MARTINEZ;11;;;METROPOLITANA                 ;ZONA 3;B0084;RAFAEL CALZADA                ;METROPOLITANA                 ;C;  ;;;4431;;;9250204431;;71025431;;;;;;;;;;;;;;;;;;;;;9331;X;X
B6590;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;LANUS O BYM SHOES MAYORISTA;BUENOS AIRES        ;LANUS                         ;LANUS OESTE;YRIGOYEN PRESIDENTE HIPOLITO                                                                ;4667;BYM SHOES GROUP SRL;11;;;METROPOLITANA                 ;ZONA 3;B0072;LANUS                         ;METROPOLITANA                 ;C;  ;;;4393;;;9250267393;;71025393;;;;;;;;;;;;;;;;;;;;;9332;X;X
B6591;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;SAN ISIDRO LILA FERIA AMERICAN;BUENOS AIRES        ;SAN ISIDRO                    ;SAN ISIDRO;CENTENARIO                                                                                  ;678;MAXIMILIANO POMPAS;11;;;METROPOLITANA                 ;ZONA 6;B0024;SAN ISIDRO                    ;METROPOLITANA                 ;C;  ;;;4223;;;9253115223;;71025223;;;;;;;;;;;;;;;;;;;;;9333;X;X
B6592;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;VILLA DOMINICO COQUETAS MAKEUP;BUENOS AIRES        ;AVELLANEDA                    ;VILLA DOMINICO;ARREDONDO GENERAL                                                                           ;4648;BRUNO GASTON BOGADO;11;;;METROPOLITANA                 ;ZONA 3;B0086;VILLA DOMINICO                ;METROPOLITANA                 ;C;  ;;;4463;;;9250206463;;71025463;;;;;;;;;;;;;;;;;;;;;9334;X;X
B6593;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;PABLO NOGUES ARSUMO;BUENOS AIRES        ;MALVINAS ARGENTINAS           ;PABLO NOGUES;VALPARAISO                                                                                  ;1051;ADRIAN RODRIGUEZ;11;;;METROPOLITANA                 ;ZONA 6;B0037;GRAND BOURG                   ;METROPOLITANA                 ;C;  ;;;4162;;;9250278162;;71025162;;;;;;;;;;;;;;;;;;;;;9335;X;X
B6594;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;PABLO PODESTA TITO BAZAR;BUENOS AIRES        ;TRES DE FEBRERO               ;11 DE SEPTIEMBRE;PERON PRESIDENTE JUAN DOMINGO                                                               ;10511;OVIEDO JULIAN;11;;;METROPOLITANA                 ;ZONA 5;B0007;LOMA HERMOSA                  ;METROPOLITANA                 ;C;  ;;;4183;;;9253128183;;71025183;;;;;;;;;;;;;;;;;;;;;9336;X;X
B6595;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;LUJAN UP NRO 5;BUENOS AIRES        ;LUJAN                         ;LUJAN;GUEMES GENERAL MARTIN MIGUEL DE                                                             ;1481;MARIA LEILA TONEGUZZO;;;;BUENOS AIRES - LA PAMPA       ;ZONA 4;B0362;LUJAN                         ;BUENOS AIRES - LA PAMPA       ;C;  ;;;B307;;;9020275307;;71002307;;;;;;;;;;;;;;;;;;;;;9338;X;X
B6596;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;LOS CARDALES UP NRO 4;BUENOS AIRES        ;EXALTACION DE LA CRUZ         ;LOS CARDALES;LOPEZ VICENTE FIDEL                                                                         ;48;JULIETA GUADALUPE LIBERTO;;;;BUENOS AIRES - LA PAMPA       ;ZONA 3;B0412;CAMPANA                       ;BUENOS AIRES - LA PAMPA       ;C;  ;;;B163;;;9020217163;;71002163;;;;;;;;;;;;;;;;;;;;;9347;X;X
B6597;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;LOBOS UP NRO 6;BUENOS AIRES        ;LOBOS                         ;LOBOS;MORENO DOCTOR MARIANO                                                                       ;484;FERNANDEZ LAURA PATRICIA;;;;BUENOS AIRES - LA PAMPA       ;ZONA 1;B0270;LOBOS                         ;BUENOS AIRES - LA PAMPA       ;C;  ;;;B304;;;9020273304;;71002304;;;;;;;;;;;;;;;;;;;;;9351;X;X
B6598;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;MAR DEL PLATA UP NRO 176;BUENOS AIRES        ;GENERAL PUEYRREDON            ;MAR DEL PLATA;TEJEDOR DOCTOR CARLOS                                                                       ;206;JUANTO VALENTINA;223;;;BUENOS AIRES - LA PAMPA       ;ZONA 8;B0900;MAR DEL PLATA                 ;BUENOS AIRES - LA PAMPA       ;C;  ;;;B316;;;9020253316;;71002316;;;;;;;;;;;;;;;;;;;;;9352;X;X
B6599;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;ESCOBAR UP NRO 9;BUENOS AIRES        ;ESCOBAR                       ;BELEN DE ESCOBAR;LOS LAZARISTAS                                                                              ;376;JAVIER IVAN DOFINI;;;;BUENOS AIRES - LA PAMPA       ;ZONA 3;B0426;ESCOBAR                       ;BUENOS AIRES - LA PAMPA       ;C;  ;;;B217;;;9020236217;;71002217;;;;;;;;;;;;;;;;;;;;;9353;X;X
B6600;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;P PODESTA SALON MASC GABRIEL;BUENOS AIRES        ;TRES DE FEBRERO               ;PABLO PODESTA;DIAZ SARGENTO                                                                               ;8456;MENNA MARTINEZ BRISA AZUL;11;;;METROPOLITANA                 ;ZONA 5;B0007;LOMA HERMOSA                  ;METROPOLITANA                 ;C;  ;;;4183;;;9253128183;;71025183;;;;;;;;;;;;;;;;;;;;;9354;X;X
B6601;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;V DOMINICO MAXIKIOSCO CAMILA;BUENOS AIRES        ;AVELLANEDA                    ;VILLA DOMINICO;GENERAL BELGRANO CAMINO                                                                     ;4360;MARIELA ANDREA MUÑIZ;11;;;METROPOLITANA                 ;ZONA 3;B0091;MONTE CHINGOLO                ;METROPOLITANA                 ;C;  ;;;4403;;;9250267403;;71025403;;;;;;;;;;;;;;;;;;;;;9356;X;X
B6602;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;HUDSON SERVICE  SORIGUES 4;BUENOS AIRES        ;BERAZATEGUI                   ;GUILLERMO E HUDSON;GENERAL BELGRANO CAMINO                                                                     ;6560;ORLANDO NICOLAS LUNA;11;;;METROPOLITANA                 ;ZONA 3;B0065;BERAZATEGUI                   ;METROPOLITANA                 ;C;  ;;;4313;;;9250213313;;71025313;;;;;;;;;;;;;;;;;;;;;9358;X;X
B6603;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;C SPEG DIETETICAS NATURALMENTE;BUENOS AIRES        ;EZEIZA                        ;CARLOS SPEGAZZINI;ITALIA                                                                                      ;551;DIETETICAS NATURALMENTE SRL;11;;;METROPOLITANA                 ;ZONA 4;B1618;TRISTAN SUAREZ                ;METROPOLITANA                 ;C;  ;;;4454;;;9250239454;;71025454;;;;;;;;;;;;;;;;;;;;;9361;X;X
B6604;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;V BOSCH ENCOMIENDAS V BOSCH;BUENOS AIRES        ;TRES DE FEBRERO               ;VILLA BOSCH;MARTIN FIERRO                                                                               ;6522;PATRICIA BIBIANA MERCURIO;11;;;METROPOLITANA                 ;ZONA 5;B0007;LOMA HERMOSA                  ;METROPOLITANA                 ;C;  ;;;4183;;;9253128183;;71025183;;;;;;;;;;;;;;;;;;;;;9362;X;X
B6605;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;VILLA BOSCH ENCOMIENDAS VB;BUENOS AIRES        ;TRES DE FEBRERO               ;VILLA BOSCH;BAZZINI                                                                                     ;1004;FEDERICO LEONEL DIAZ;11;;;METROPOLITANA                 ;ZONA 5;B0007;LOMA HERMOSA                  ;METROPOLITANA                 ;C;  ;;;4183;;;9253128183;;71025183;;;;;;;;;;;;;;;;;;;;;9363;X;X
B6606;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;SAN BERNARDO UP NRO. 4;BUENOS AIRES        ;PEHUAJO                       ;SAN BERNARDO;SAN MARTIN GENERAL JOSE DE                                                                  ;170;GUARDO ADRIANA VERONICA;;;;BUENOS AIRES - LA PAMPA       ;ZONA 5;B0374;PEHUAJO                       ;BUENOS AIRES - LA PAMPA       ;C;  ;;;B364;;;9020292364;;71002364;;;;;;;;;;;;;;;;;;;;;9364;X;X
B6607;UNIDAD POSTAL                 ;UP;PUNTO CORREO OPERATIVA;TORRES UP NRO. 2;BUENOS AIRES        ;LUJAN                         ;TORRES;CRIADO ALONSO JOSE MARIA                                                                    ;744;CONTRERAS MARIANA ANATILDE;;;;BUENOS AIRES - LA PAMPA       ;ZONA 4;B0362;LUJAN                         ;BUENOS AIRES - LA PAMPA       ;C;  ;;;B307;;;9020275307;;71002307;;;;;;;;;;;;;;;;;;;;;9408;X;X
B6608;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;BOULOGNE API CYBER CAFETERIA;BUENOS AIRES        ;SAN ISIDRO                    ;BOULOGNE;IRIGOYEN DOCTOR BERNARDO DE                                                                 ;615;ORTEGA ISABEL JUDITH;11;;;METROPOLITANA                 ;ZONA 6;B0032;BOULOGNE                      ;METROPOLITANA                 ;C;  ;;;4113;;;9253115113;;71025113;;;;;;;;;;;;;;;;;;;;;9376;X;X
B6609;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;JOSE C PAZ LA NEGRA PET SHOP;BUENOS AIRES        ;JOSE C PAZ                    ;JOSE C PAZ;PIÑERO                                                                                      ;1201;RODRIOGUEZ PAULA VALERIA;2320;;;METROPOLITANA                 ;ZONA 5;B0034;JOSE C. PAZ                   ;METROPOLITANA                 ;C;  ;;;4181;;;9250262181;;71025181;;;;;;;;;;;;;;;;;;;;;9377;X;X
B6610;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;S A DE PADUA MANA;BUENOS AIRES        ;MERLO                         ;SAN ANTONIO DE PADUA;CAMPORA HECTOR JOSE                                                                         ;1275;LLABARES MARISOL;220;;;METROPOLITANA                 ;ZONA 5;B0174;SAN ANTONIO DE PADUA          ;METROPOLITANA                 ;C;  ;;;4441;;;9250282441;;71025441;;;;;;;;;;;;;;;;;;;;;9378;X;X
B6611;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;VILLA MAIPU MAIPUGROWSHOP;BUENOS AIRES        ;GENERAL SAN MARTIN            ;VILLA MAIPU;ESTRADA                                                                                     ;2035;AVENA MARTIN NICOLAS;11;;;METROPOLITANA                 ;ZONA 5;B0000;SAN MARTIN                    ;BUENOS AIRES - LA PAMPA       ;C;  ;;;4224;;;9250255224;;71025224;;;;;;;;;;;;;;;;;;;;;9380;X;X
B6612;UNIDAD POSTAL                 ;UP;PUNTO CORREO OPERATIVA;RAFAEL OBLIGADO UP NRO 3;BUENOS AIRES        ;ROJAS                         ;RAFAEL OBLIGADO;21 DE JUNIO                                                                                 ;168;SILVANA SOLEDAD LUJAN PONCE;;;;BUENOS AIRES - LA PAMPA       ;ZONA 5;B0355;JUNIN                         ;BUENOS AIRES - LA PAMPA       ;C;  ;;;B287;;;9020263287;;71002287;;;;;;;;;;;;;;;;;;;;;9382;X;X
B6613;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;M ACOSTA PINCHE ESTAMPADOS;BUENOS AIRES        ;MERLO                         ;MARIANO ACOSTA;HEREDIA                                                                                     ;3590;GASTON ARMANDO PAZ;220;;;METROPOLITANA                 ;ZONA 5;B0170;MERLO                         ;METROPOLITANA                 ;C;  ;;;4402;;;9250282402;;71025402;;;;;;;;;;;;;;;;;;;;;9383;X;X
B6614;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;V ALSINA VIA NOVA;BUENOS AIRES        ;LANUS                         ;VALENTIN ALSINA;RIVADAVIA PRESIDENTE BERNARDINO                                                             ;1571;KARINA EDITH BONFANTI;11;7712-4506;;METROPOLITANA                 ;ZONA 3;B0083;VALENTIN ALSINA               ;METROPOLITANA                 ;C;  ;;;4461;;;9250267461;;71025461;;;;;;;;;;;;;;;;;;;;;9384;X;X
B6615;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;LUJAN UP NRO 6;BUENOS AIRES        ;LUJAN                         ;LUJAN;ALSINA DOCTOR ADOLFO                                                                        ;1109;MARCELO AGUSTIN ZUNINO;;;;BUENOS AIRES - LA PAMPA       ;ZONA 4;B0362;LUJAN                         ;BUENOS AIRES - LA PAMPA       ;C;  ;;;B307;;;9020275307;;71002307;;;;;;;;;;;;;;;;;;;;;9385; ;X
B6616;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;VILLA GESELL UP NRO 9;BUENOS AIRES        ;VILLA GESELL                  ;VILLA GESELL;105;314;DIEGO JAVIER VACA;;;;BUENOS AIRES - LA PAMPA       ;ZONA 7;B0960;VILLA GESELL                  ;BUENOS AIRES - LA PAMPA       ;C;  ;;;B498;;;9023132498;;71002498;;;;;;;;;;;;;;;;;;;;;9386;X;X
